Customer_ID,Quarter,Segment,Plan,Status,MRR_INR,Tenure_Months,Seats,Usage_Pct,CSAT,Industry,Churn_Reason,Onboarding_Type,Support_Tickets,Region
249,Q2,Mid-Market,Starter,Paused,3423,11,9,38,5.1,SaaS,Not Applicable,Self-serve,5,West
250,Q2,SMB,Growth,Churned,13936,22,29,13,3.2,Media,No response,Self-serve,9,North
251,Q2,SMB,Starter,Active,3915,9,9,70,6.1,Healthcare,Not Applicable,Self-serve,0,West
252,Q2,Enterprise,Growth,Active,16198,25,6,64,6.8,SaaS,Not Applicable,Assisted,2,East
253,Q2,Mid-Market,Growth,Active,16888,16,48,41,6.5,Media,Not Applicable,Assisted,0,West
254,Q2,Mid-Market,Growth,Active,15180,31,20,46,6.0,EdTech,Not Applicable,Assisted,1,North
255,Q2,Mid-Market,Starter,Active,2207,22,3,36,7.9,Healthcare,Not Applicable,Self-serve,4,North
256,Q2,Enterprise,Growth,Paused,18441,23,18,32,6.7,Fintech,Not Applicable,Assisted,3,North
257,Q2,SMB,Starter,Active,4078,21,5,46,7.0,Manufacturing,Not Applicable,Self-serve,1,East
258,Q2,Mid-Market,Growth,Churned,11929,30,6,12,4.1,Healthcare,No response,Assisted,4,North
259,Q2,SMB,Starter,Active,3384,11,4,54,8.7,SaaS,Not Applicable,Self-serve,0,North
260,Q2,Enterprise,Growth,Active,9210,22,44,50,8.0,Manufacturing,Not Applicable,Self-serve,2,West
261,Q2,Enterprise,Enterprise,Active,49271,27,104,68,6.3,Logistics,Not Applicable,Enterprise CSM,5,North
262,Q2,Mid-Market,Growth,Churned,9644,12,28,23,5.7,Logistics,Competitor,Assisted,14,North
263,Q2,Mid-Market,Growth,Active,17001,21,41,49,6.9,SaaS,Not Applicable,Self-serve,6,North
264,Q2,Mid-Market,Starter,Active,4615,13,9,69,6.9,Logistics,Not Applicable,Self-serve,4,North
265,Q2,SMB,Starter,Active,4346,29,5,68,7.9,Logistics,Not Applicable,Unknown,6,West
266,Q2,SMB,Starter,Churned,4331,4,1,10,5.8,SaaS,Missing features,Self-serve,15,East
267,Q2,Enterprise,Starter,Churned,3894,9,1,38,3.7,Logistics,Poor UX,Self-serve,8,East
268,Q2,Mid-Market,Starter,Trial,4173,33,9,24,6.9,Fintech,Not Applicable,Self-serve,2,East
269,Q2,Mid-Market,Growth,Churned,17711,27,16,6,4.3,Ecommerce,Missing features,Assisted,10,South
270,Q2,SMB,Starter,Active,3705,7,3,56,6.7,Manufacturing,Not Applicable,Self-serve,4,West
271,Q2,SMB,Starter,Trial,3839,30,8,35,5.8,Manufacturing,Not Applicable,Self-serve,6,West
272,Q2,Mid-Market,Starter,Active,2272,36,9,47,8.3,Manufacturing,Not Applicable,Self-serve,1,West
273,Q2,SMB,Starter,Active,3043,15,5,64,8.2,SaaS,Not Applicable,Self-serve,5,West
274,Q2,Mid-Market,Growth,Active,11362,18,39,40,6.9,Manufacturing,Not Applicable,Assisted,3,East
275,Q2,Enterprise,Growth,Churned,17113,12,38,37,4.5,Media,No response,Self-serve,12,East
276,Q2,Mid-Market,Growth,Active,12074,11,48,74,7.4,Manufacturing,Not Applicable,Assisted,6,East
277,Q2,Mid-Market,Enterprise,Churned,57763,30,54,13,5.3,SaaS,Price,Unknown,9,West
278,Q2,SMB,Starter,Active,3079,34,3,64,8.8,Media,Not Applicable,Self-serve,3,East
279,Q2,Enterprise,Enterprise,Active,35366,29,200,40,8.5,SaaS,Not Applicable,Enterprise CSM,1,East
280,Q2,Mid-Market,Growth,Active,18463,19,42,38,6.5,Manufacturing,Not Applicable,Self-serve,2,West
281,Q2,Enterprise,Enterprise,Churned,73640,24,65,38,4.0,Manufacturing,Competitor,Enterprise CSM,10,East
282,Q2,SMB,Enterprise,Churned,41534,11,176,21,4.6,Manufacturing,Poor UX,Enterprise CSM,11,North
283,Q2,Mid-Market,Starter,Active,4056,13,5,71,7.4,SaaS,Not Applicable,Self-serve,4,East
284,Q2,Enterprise,Enterprise,Churned,37155,7,85,36,5.8,Ecommerce,Price,Enterprise CSM,15,East
285,Q2,Enterprise,Growth,Active,16225,7,23,44,8.7,Fintech,Not Applicable,Self-serve,5,West
286,Q2,Mid-Market,Growth,Active,12158,10,41,57,8.9,Ecommerce,Not Applicable,Self-serve,5,West
287,Q2,Mid-Market,Growth,Paused,10785,26,28,26,7.4,Manufacturing,Not Applicable,Assisted,2,East
288,Q2,Mid-Market,Starter,Active,2314,27,2,57,6.1,Ecommerce,Not Applicable,Self-serve,4,South
289,Q2,Enterprise,Enterprise,Active,56223,3,40,54,8.6,Media,Not Applicable,Enterprise CSM,5,South
290,Q2,Mid-Market,Growth,Active,15684,4,45,35,8.7,EdTech,Not Applicable,Self-serve,5,East
291,Q2,SMB,Starter,Trial,3295,3,4,31,6.9,Logistics,Not Applicable,Self-serve,5,East
292,Q2,SMB,Starter,Active,4438,25,2,64,6.9,EdTech,Not Applicable,Self-serve,5,East
293,Q2,SMB,Starter,Trial,3354,17,9,39,7.8,Ecommerce,Not Applicable,Self-serve,2,South
294,Q2,Enterprise,Enterprise,Active,62148,5,174,74,7.9,Ecommerce,Not Applicable,Self-serve,3,East
295,Q2,Mid-Market,Growth,Trial,16888,18,15,24,7.3,SaaS,Not Applicable,Assisted,6,East
296,Q2,Enterprise,Growth,Active,13476,17,7,75,6.2,Ecommerce,Not Applicable,Assisted,5,West
297,Q2,Enterprise,Enterprise,Churned,71515,5,61,33,4.7,Media,No response,Enterprise CSM,9,East
298,Q2,Mid-Market,Starter,Active,4676,32,4,51,7.9,Ecommerce,Not Applicable,Self-serve,4,East
299,Q2,SMB,Enterprise,Active,49547,19,43,44,6.9,Ecommerce,Not Applicable,Enterprise CSM,6,West
300,Q2,Enterprise,Enterprise,Paused,74186,29,162,33,5.3,Fintech,Not Applicable,Enterprise CSM,1,North
301,Q2,SMB,Starter,Active,3969,34,4,69,6.1,Logistics,Not Applicable,Self-serve,3,West
302,Q2,SMB,Starter,Active,2972,5,5,51,8.7,Fintech,Not Applicable,Self-serve,2,West
303,Q2,Enterprise,Enterprise,Active,33448,35,105,49,7.3,Fintech,Not Applicable,Enterprise CSM,5,West
304,Q2,SMB,Starter,Active,2337,15,7,39,7.8,Ecommerce,Not Applicable,Self-serve,0,West
305,Q2,Enterprise,Starter,Paused,2645,22,2,24,7.7,SaaS,Not Applicable,Unknown,6,East
306,Q2,SMB,Growth,Active,14723,31,37,71,7.0,Logistics,Not Applicable,Self-serve,2,East
307,Q2,SMB,Enterprise,Active,57104,30,67,61,8.8,Manufacturing,Not Applicable,Enterprise CSM,3,North
308,Q2,SMB,Growth,Churned,16775,18,15,5,3.1,Manufacturing,Poor UX,Assisted,13,East
309,Q2,Mid-Market,Starter,Paused,2113,33,1,25,6.9,Logistics,Not Applicable,Self-serve,4,East
310,Q2,Mid-Market,Growth,Churned,8729,23,33,26,6.9,Healthcare,Competitor,Self-serve,11,West
311,Q2,Enterprise,Enterprise,Active,70208,24,200,62,8.3,Manufacturing,Not Applicable,Enterprise CSM,6,South
312,Q2,Mid-Market,Enterprise,Trial,42215,21,81,18,5.8,Healthcare,Not Applicable,Enterprise CSM,6,West
313,Q2,Mid-Market,Growth,Churned,18449,12,13,28,6.9,Healthcare,Price,Self-serve,9,South
314,Q2,Mid-Market,Enterprise,Active,70239,11,37,46,6.0,SaaS,Not Applicable,Enterprise CSM,0,North
315,Q2,Enterprise,Growth,Active,8115,26,39,54,7.1,Fintech,Not Applicable,Self-serve,4,East
316,Q2,Enterprise,Enterprise,Active,30532,23,148,60,6.6,EdTech,Not Applicable,Unknown,3,East
317,Q2,Enterprise,Enterprise,Active,76282,13,47,50,6.9,SaaS,Not Applicable,Enterprise CSM,4,North
318,Q2,Enterprise,Enterprise,Paused,56801,34,54,25,5.2,Healthcare,Not Applicable,Enterprise CSM,4,North
319,Q2,Enterprise,Growth,Active,11865,33,23,38,7.3,EdTech,Not Applicable,Assisted,4,East
320,Q2,SMB,Growth,Trial,16142,9,19,47,7.2,EdTech,Not Applicable,Assisted,5,West
321,Q2,Enterprise,Enterprise,Paused,47861,10,185,43,6.8,SaaS,Not Applicable,Enterprise CSM,2,East
322,Q2,Mid-Market,Enterprise,Trial,51753,34,28,26,5.8,Manufacturing,Not Applicable,Enterprise CSM,4,South
323,Q2,SMB,Starter,Active,3057,13,4,46,6.7,Manufacturing,Not Applicable,Self-serve,1,North
324,Q2,Enterprise,Enterprise,Churned,54456,30,94,36,4.4,SaaS,Price,Self-serve,15,West
325,Q2,SMB,Starter,Active,3925,15,8,52,8.6,Ecommerce,Not Applicable,Self-serve,0,East
326,Q2,SMB,Starter,Paused,3304,27,9,31,5.6,Logistics,Not Applicable,Self-serve,1,West
327,Q2,Mid-Market,Enterprise,Paused,55963,36,150,27,6.9,Ecommerce,Not Applicable,Enterprise CSM,1,West
328,Q2,Enterprise,Enterprise,Active,65827,18,86,62,8.8,Logistics,Not Applicable,Enterprise CSM,3,West
329,Q2,SMB,Starter,Active,3566,3,9,45,7.7,Logistics,Not Applicable,Self-serve,5,North
330,Q2,Mid-Market,Starter,Active,3895,26,4,59,7.8,Logistics,Not Applicable,Unknown,0,East
331,Q2,Mid-Market,Growth,Active,8279,17,33,44,7.2,EdTech,Not Applicable,Self-serve,1,East
332,Q2,Enterprise,Enterprise,Active,58954,5,36,72,7.9,Healthcare,Not Applicable,Self-serve,3,North
333,Q2,SMB,Starter,Active,4867,23,5,69,8.1,Media,Not Applicable,Self-serve,1,East
334,Q2,Mid-Market,Enterprise,Churned,76794,28,48,14,5.3,Manufacturing,Missing features,Enterprise CSM,6,East
335,Q2,Mid-Market,Enterprise,Active,72349,10,168,39,6.8,Media,Not Applicable,Enterprise CSM,3,North
336,Q2,Enterprise,Enterprise,Active,53430,31,64,72,7.4,Healthcare,Not Applicable,Enterprise CSM,1,South
337,Q2,Mid-Market,Starter,Active,2504,25,2,51,8.6,SaaS,Not Applicable,Self-serve,4,North
338,Q2,SMB,Growth,Active,13439,33,44,46,6.9,SaaS,Not Applicable,Self-serve,1,East
339,Q2,Mid-Market,Enterprise,Active,74281,11,186,51,7.1,Manufacturing,Not Applicable,Enterprise CSM,1,East
340,Q2,Mid-Market,Growth,Churned,9039,26,27,16,4.6,Healthcare,Price,Assisted,10,North
341,Q2,SMB,Starter,Paused,3058,26,3,48,8.0,Logistics,Not Applicable,Self-serve,5,East
342,Q2,Mid-Market,Growth,Paused,17608,19,33,28,5.6,EdTech,Not Applicable,Self-serve,1,East
343,Q2,Enterprise,Enterprise,Active,33987,6,123,44,6.9,Logistics,Not Applicable,Self-serve,0,West
344,Q2,SMB,Starter,Trial,3919,34,8,43,6.7,Ecommerce,Not Applicable,Self-serve,3,East
345,Q2,Mid-Market,Growth,Churned,13745,8,38,30,3.2,Ecommerce,Missing features,Assisted,11,South
346,Q2,Mid-Market,Enterprise,Active,67235,16,181,69,6.8,Fintech,Not Applicable,Enterprise CSM,1,East
347,Q2,Enterprise,Enterprise,Active,71422,32,102,56,7.8,Ecommerce,Not Applicable,Enterprise CSM,4,West
348,Q2,Enterprise,Enterprise,Active,60103,13,189,69,8.2,SaaS,Not Applicable,Enterprise CSM,2,South
349,Q2,Mid-Market,Enterprise,Active,63241,18,146,45,6.3,Media,Not Applicable,Enterprise CSM,3,North
350,Q2,SMB,Starter,Churned,2311,26,1,17,6.9,Fintech,Competitor,Self-serve,10,East
351,Q2,Mid-Market,Growth,Active,17938,34,8,67,6.7,Healthcare,Not Applicable,Self-serve,1,South
352,Q2,Mid-Market,Starter,Active,3259,29,8,40,7.1,SaaS,Not Applicable,Self-serve,3,East
353,Q2,Enterprise,Enterprise,Active,54034,35,73,63,8.8,EdTech,Not Applicable,Enterprise CSM,6,West
354,Q2,SMB,Starter,Churned,4681,25,2,9,4.4,EdTech,Price,Self-serve,8,South
355,Q2,Mid-Market,Growth,Churned,17971,6,32,10,3.2,EdTech,Price,Assisted,4,South
356,Q2,Mid-Market,Growth,Active,13949,13,7,39,7.5,Media,Not Applicable,Assisted,1,West
357,Q2,Mid-Market,Starter,Churned,2926,23,3,31,5.6,EdTech,No response,Self-serve,8,West
358,Q2,SMB,Growth,Trial,10668,23,14,19,6.5,Media,Not Applicable,Assisted,2,West
359,Q2,Enterprise,Growth,Churned,8560,21,36,16,3.9,Media,Missing features,Assisted,14,North
360,Q2,Enterprise,Growth,Active,19298,33,35,67,8.3,Fintech,Not Applicable,Self-serve,6,South
361,Q2,Enterprise,Enterprise,Active,57495,31,200,61,8.2,SaaS,Not Applicable,Enterprise CSM,5,West
362,Q2,SMB,Starter,Active,4649,16,2,74,8.0,Ecommerce,Not Applicable,Self-serve,5,South
363,Q2,Enterprise,Enterprise,Active,37577,27,117,66,6.2,Logistics,Not Applicable,Enterprise CSM,4,East
364,Q2,SMB,Starter,Active,3362,3,5,61,7.2,Manufacturing,Not Applicable,Self-serve,4,North
365,Q2,SMB,Growth,Active,11477,20,31,67,7.5,EdTech,Not Applicable,Self-serve,4,South
366,Q2,Mid-Market,Growth,Active,12527,14,6,50,6.7,SaaS,Not Applicable,Assisted,3,South
367,Q2,Mid-Market,Starter,Churned,4283,7,8,31,4.9,Fintech,Price,Self-serve,11,West
368,Q2,SMB,Growth,Active,16298,15,49,68,8.2,Fintech,Not Applicable,Assisted,2,South
369,Q2,Enterprise,Enterprise,Trial,79150,14,149,44,6.3,SaaS,Not Applicable,Enterprise CSM,5,East
370,Q2,Enterprise,Enterprise,Active,36009,19,198,38,8.9,Manufacturing,Not Applicable,Enterprise CSM,0,East
371,Q2,Mid-Market,Growth,Paused,9560,32,20,54,6.8,Media,Not Applicable,Assisted,3,East
372,Q2,Enterprise,Enterprise,Trial,49624,19,124,23,7.5,Fintech,Not Applicable,Enterprise CSM,3,West
373,Q2,Mid-Market,Starter,Active,4435,33,2,62,6.9,Media,Not Applicable,Self-serve,4,East
374,Q2,Mid-Market,Growth,Active,13592,3,8,45,6.6,SaaS,Not Applicable,Self-serve,4,West
375,Q2,SMB,Starter,Active,4363,20,3,66,9.0,Manufacturing,Not Applicable,Self-serve,3,East
376,Q2,Enterprise,Enterprise,Active,31342,33,64,38,8.2,SaaS,Not Applicable,Enterprise CSM,2,West
377,Q2,Enterprise,Enterprise,Active,31961,33,23,56,8.5,Media,Not Applicable,Enterprise CSM,6,West
378,Q2,SMB,Starter,Churned,4545,16,4,38,4.5,Logistics,Not Applicable,Self-serve,5,South
379,Q2,Mid-Market,Growth,Churned,12801,16,33,33,4.9,Ecommerce,Missing features,Self-serve,9,East
380,Q2,SMB,Starter,Paused,3149,31,9,41,5.1,Manufacturing,Not Applicable,Self-serve,5,East
381,Q2,SMB,Starter,Churned,3839,28,9,5,4.2,Logistics,Competitor,Self-serve,5,West
382,Q2,Enterprise,Enterprise,Trial,72693,32,42,42,5.7,EdTech,Not Applicable,Enterprise CSM,0,East
383,Q2,Enterprise,Growth,Active,10805,28,37,59,7.2,SaaS,Not Applicable,Self-serve,3,East
384,Q2,Enterprise,Enterprise,Churned,52014,20,139,20,4.3,Logistics,Competitor,Enterprise CSM,3,East
385,Q2,Enterprise,Enterprise,Active,58656,32,143,42,8.0,Fintech,Not Applicable,Enterprise CSM,1,East
386,Q2,Enterprise,Enterprise,Active,15075,3,168,56,6.4,Ecommerce,Not Applicable,Enterprise CSM,5,West
387,Q2,Mid-Market,Growth,Active,18786,5,46,55,7.4,EdTech,Not Applicable,Self-serve,5,West
388,Q2,SMB,Starter,Active,4476,13,10,51,7.7,Fintech,Not Applicable,Self-serve,1,West
389,Q2,Mid-Market,Enterprise,Active,62791,24,74,58,8.9,Healthcare,Not Applicable,Enterprise CSM,2,South
390,Q2,Mid-Market,Growth,Active,18862,5,47,51,7.4,Media,Not Applicable,Self-serve,0,East
391,Q2,SMB,Growth,Paused,10325,33,48,42,7.9,SaaS,Not Applicable,Assisted,6,West
392,Q2,Mid-Market,Starter,Trial,3406,3,1,23,6.4,SaaS,Not Applicable,Self-serve,1,West
393,Q2,SMB,Enterprise,Active,48899,27,99,70,8.6,Logistics,Not Applicable,Enterprise CSM,6,South
394,Q2,Mid-Market,Growth,Churned,13407,18,23,35,4.7,Ecommerce,Poor UX,Assisted,12,East
395,Q2,Enterprise,Growth,Churned,9877,13,31,17,6.9,Media,Competitor,Self-serve,8,East
396,Q2,Mid-Market,Growth,Active,15497,30,7,51,8.1,Manufacturing,Not Applicable,Self-serve,0,North
397,Q2,Mid-Market,Growth,Active,18484,34,39,46,8.5,Healthcare,Not Applicable,Assisted,2,North
398,Q2,Mid-Market,Starter,Active,3302,11,5,36,7.1,Healthcare,Not Applicable,Self-serve,5,South
399,Q2,Mid-Market,Enterprise,Active,36511,24,96,38,6.9,Ecommerce,Not Applicable,Self-serve,4,East
400,Q2,Mid-Market,Enterprise,Paused,38128,8,167,20,8.0,EdTech,Not Applicable,Enterprise CSM,3,South
401,Q2,SMB,Starter,Active,3513,3,8,38,6.9,Media,Not Applicable,Self-serve,5,West
402,Q2,SMB,Starter,Active,3209,19,8,56,6.8,Manufacturing,Not Applicable,Self-serve,6,East
403,Q2,Mid-Market,Enterprise,Active,56294,29,26,60,6.3,Ecommerce,Not Applicable,Self-serve,2,East
404,Q2,Mid-Market,Starter,Trial,4733,15,3,49,5.2,Fintech,Not Applicable,Self-serve,1,East
405,Q2,Enterprise,Enterprise,Active,70781,25,38,56,7.0,Fintech,Not Applicable,Enterprise CSM,5,West
406,Q2,Enterprise,Enterprise,Active,39300,14,149,44,9.0,Ecommerce,Not Applicable,Enterprise CSM,3,West
407,Q2,Enterprise,Starter,Paused,2661,17,6,16,7.5,Fintech,Not Applicable,Self-serve,3,West
408,Q2,Enterprise,Growth,Trial,19218,23,43,39,6.8,Ecommerce,Not Applicable,Self-serve,5,West
409,Q2,Mid-Market,Starter,Active,3851,6,3,54,8.8,SaaS,Not Applicable,Self-serve,2,East
410,Q2,SMB,Starter,Trial,2742,34,2,53,5.1,Ecommerce,Not Applicable,Self-serve,2,South
411,Q2,SMB,Starter,Active,2472,11,7,70,8.9,Media,Not Applicable,Self-serve,5,North
412,Q2,Enterprise,Starter,Active,3938,3,1,43,6.8,Healthcare,Not Applicable,Self-serve,5,South
413,Q2,SMB,Starter,Trial,4185,31,3,43,6.9,Media,Not Applicable,Self-serve,2,East
414,Q2,Enterprise,Enterprise,Active,31275,27,105,55,8.8,Manufacturing,Not Applicable,Enterprise CSM,0,West
415,Q2,Mid-Market,Starter,Trial,3623,4,10,40,7.6,Fintech,Not Applicable,Self-serve,4,South
416,Q2,SMB,Growth,Active,15816,28,44,54,6.2,Media,Not Applicable,Self-serve,3,West
417,Q2,Enterprise,Growth,Churned,9513,34,15,18,5.3,EdTech,Missing features,Self-serve,12,North
418,Q2,SMB,Growth,Active,17488,13,48,70,8.8,SaaS,Not Applicable,Self-serve,3,North
419,Q2,Enterprise,Enterprise,Active,54020,17,30,47,7.2,SaaS,Not Applicable,Enterprise CSM,0,North
420,Q2,Mid-Market,Enterprise,Active,37841,3,77,54,8.5,Healthcare,Not Applicable,Unknown,0,East
421,Q2,Enterprise,Enterprise,Active,56710,35,102,40,8.2,Logistics,Not Applicable,Enterprise CSM,6,South
422,Q2,Mid-Market,Growth,Active,18535,27,10,46,8.0,Healthcare,Not Applicable,Assisted,2,East
423,Q2,Mid-Market,Growth,Active,9957,18,25,41,8.6,SaaS,Not Applicable,Self-serve,6,West
424,Q2,Mid-Market,Growth,Paused,12642,24,10,17,8.0,Manufacturing,Not Applicable,Self-serve,6,West
425,Q2,Mid-Market,Growth,Active,11208,18,9,68,9.0,Fintech,Not Applicable,Assisted,4,East
426,Q2,Enterprise,Growth,Active,17793,32,42,59,8.5,SaaS,Not Applicable,Assisted,0,West
427,Q2,Enterprise,Enterprise,Active,55792,3,124,51,6.5,Healthcare,Not Applicable,Enterprise CSM,4,West
428,Q2,Mid-Market,Enterprise,Trial,34477,33,185,30,6.9,EdTech,Not Applicable,Enterprise CSM,2,West
429,Q2,Enterprise,Enterprise,Active,34730,13,159,51,6.6,SaaS,Not Applicable,Enterprise CSM,2,East
430,Q2,SMB,Enterprise,Paused,71329,8,93,27,5.4,Fintech,Not Applicable,Enterprise CSM,6,South
431,Q2,SMB,Starter,Active,2801,3,5,43,7.1,SaaS,Not Applicable,Unknown,6,South
432,Q2,Mid-Market,Enterprise,Active,46125,4,96,62,6.9,EdTech,Not Applicable,Self-serve,4,South
433,Q2,SMB,Starter,Active,4276,27,2,72,7.7,Manufacturing,Not Applicable,Self-serve,4,East
434,Q2,SMB,Starter,Churned,2433,33,3,29,5.0,Healthcare,Price,Self-serve,11,West
435,Q2,SMB,Growth,Trial,8772,13,22,34,7.6,EdTech,Not Applicable,Self-serve,4,West
436,Q2,Mid-Market,Growth,Active,8855,17,37,60,8.4,Fintech,Not Applicable,Self-serve,5,East
437,Q2,Enterprise,Enterprise,Churned,50092,4,51,17,3.9,Logistics,Competitor,Enterprise CSM,12,East
438,Q2,SMB,Starter,Active,4572,3,8,73,6.8,Healthcare,Not Applicable,Self-serve,3,North
439,Q2,SMB,Growth,Active,8052,14,10,62,7.8,Media,Not Applicable,Assisted,2,East
440,Q2,Enterprise,Growth,Active,16388,21,15,68,8.1,Logistics,Not Applicable,Assisted,3,North
441,Q2,Enterprise,Enterprise,Paused,43741,30,136,26,7.2,Logistics,Not Applicable,Enterprise CSM,1,South
442,Q2,Enterprise,Enterprise,Active,31111,7,32,57,8.6,Logistics,Not Applicable,Enterprise CSM,0,North
443,Q2,Enterprise,Enterprise,Trial,50421,2,122,29,7.5,Logistics,Not Applicable,Self-serve,1,East
444,Q2,Mid-Market,Enterprise,Churned,77522,31,148,23,4.4,Manufacturing,Competitor,Enterprise CSM,9,North
445,Q2,SMB,Growth,Active,12908,9,50,46,8.5,EdTech,Not Applicable,Self-serve,6,West
446,Q2,Enterprise,Enterprise,Active,43907,28,68,44,7.9,Manufacturing,Not Applicable,Enterprise CSM,4,East
447,Q2,Mid-Market,Starter,Paused,2897,15,4,45,7.0,Media,Not Applicable,Self-serve,0,South
448,Q2,Mid-Market,Starter,Churned,2736,3,3,28,3.2,Logistics,Price,Self-serve,5,West
449,Q2,SMB,Starter,Churned,3429,27,7,23,5.8,Fintech,Price,Self-serve,8,West
450,Q2,Enterprise,Enterprise,Active,69756,20,40,39,6.3,Logistics,Not Applicable,Enterprise CSM,1,East
451,Q2,Mid-Market,Enterprise,Churned,40086,25,146,35,3.7,Ecommerce,Competitor,Enterprise CSM,10,South
452,Q2,SMB,Starter,Churned,4680,6,10,38,5.0,SaaS,Price,Self-serve,15,South
453,Q2,Mid-Market,Growth,Churned,19731,3,31,5,6.9,Ecommerce,Missing features,Assisted,10,South
454,Q2,Enterprise,Enterprise,Active,44516,25,117,52,8.4,Manufacturing,Not Applicable,Unknown,5,West
455,Q2,Mid-Market,Growth,Active,10405,15,35,37,6.9,Ecommerce,Not Applicable,Assisted,2,West
456,Q2,SMB,Starter,Active,3495,19,6,60,8.3,Healthcare,Not Applicable,Self-serve,2,North
457,Q2,SMB,Enterprise,Active,15075,10,105,39,8.8,SaaS,Not Applicable,Enterprise CSM,3,East
458,Q2,Mid-Market,Enterprise,Active,78831,3,62,43,8.9,Logistics,Not Applicable,Enterprise CSM,6,West
459,Q2,Enterprise,Enterprise,Active,56033,14,140,64,8.7,Logistics,Not Applicable,Unknown,5,West
460,Q2,Mid-Market,Starter,Active,2855,35,5,73,6.1,Logistics,Not Applicable,Self-serve,0,South
461,Q2,Mid-Market,Enterprise,Churned,53631,33,148,15,4.2,SaaS,Budget cut,Enterprise CSM,12,South
462,Q2,SMB,Growth,Active,10036,4,41,52,6.9,SaaS,Not Applicable,Unknown,6,East
463,Q2,Enterprise,Enterprise,Active,78317,6,119,70,8.5,Fintech,Not Applicable,Enterprise CSM,6,West
464,Q2,Enterprise,Growth,Active,15430,15,41,75,8.3,Fintech,Not Applicable,Self-serve,0,North
465,Q2,Enterprise,Growth,Active,10904,6,41,47,8.8,EdTech,Not Applicable,Assisted,2,South
466,Q2,Enterprise,Enterprise,Active,72930,35,162,38,8.6,EdTech,Not Applicable,Enterprise CSM,3,West
467,Q2,Mid-Market,Growth,Paused,18230,21,12,49,6.9,SaaS,Not Applicable,Self-serve,1,North
468,Q2,Mid-Market,Enterprise,Active,64128,6,82,73,7.3,Ecommerce,Not Applicable,Enterprise CSM,2,North
469,Q2,SMB,Growth,Paused,8454,12,35,22,5.3,Logistics,Not Applicable,Self-serve,4,East
470,Q2,Enterprise,Enterprise,Active,72608,20,199,66,7.8,EdTech,Not Applicable,Enterprise CSM,0,East
471,Q2,Mid-Market,Growth,Active,18215,4,9,57,8.8,Healthcare,Not Applicable,Self-serve,3,North
472,Q2,Enterprise,Enterprise,Active,57691,9,195,73,6.0,Ecommerce,Not Applicable,Enterprise CSM,2,North
473,Q2,Mid-Market,Growth,Active,18788,9,39,36,8.6,Manufacturing,Not Applicable,Self-serve,6,West
474,Q2,SMB,Starter,Active,4763,15,7,72,8.2,Media,Not Applicable,Self-serve,3,West
475,Q2,Enterprise,Enterprise,Active,57061,7,172,67,6.5,EdTech,Not Applicable,Enterprise CSM,3,East
476,Q2,SMB,Starter,Active,2290,23,6,62,6.3,SaaS,Not Applicable,Self-serve,5,East
477,Q2,SMB,Starter,Churned,2587,15,9,39,6.9,Logistics,Budget cut,Unknown,13,East
478,Q2,Mid-Market,Enterprise,Active,51964,22,59,45,7.2,EdTech,Not Applicable,Enterprise CSM,3,South
479,Q2,Enterprise,Enterprise,Active,49764,14,140,70,8.6,Manufacturing,Not Applicable,Enterprise CSM,3,East
480,Q2,Mid-Market,Growth,Active,14525,23,5,54,7.3,Media,Not Applicable,Assisted,2,North
481,Q2,Enterprise,Enterprise,Churned,74909,27,59,27,3.7,Logistics,Competitor,Enterprise CSM,13,West
482,Q2,Enterprise,Growth,Churned,8745,12,8,26,6.9,Healthcare,Missing features,Self-serve,5,South
483,Q2,Enterprise,Enterprise,Active,30083,7,65,42,6.9,EdTech,Not Applicable,Enterprise CSM,3,South
484,Q2,Mid-Market,Starter,Trial,3535,27,5,23,6.1,Manufacturing,Not Applicable,Self-serve,3,East
485,Q2,SMB,Growth,Active,9853,9,28,35,7.3,Media,Not Applicable,Self-serve,2,East
486,Q2,Mid-Market,Growth,Trial,14881,7,50,34,8.0,Manufacturing,Not Applicable,Self-serve,4,North
487,Q2,Mid-Market,Growth,Active,16096,24,45,40,6.9,Media,Not Applicable,Assisted,3,North
488,Q2,SMB,Growth,Active,12831,30,16,56,7.8,SaaS,Not Applicable,Assisted,2,South
489,Q2,Mid-Market,Growth,Active,18823,22,47,48,6.8,Media,Not Applicable,Assisted,2,West
490,Q2,SMB,Starter,Active,2956,20,2,47,6.3,Logistics,Not Applicable,Self-serve,4,West
491,Q2,Mid-Market,Growth,Active,10895,7,21,46,6.1,Fintech,Not Applicable,Self-serve,0,South
492,Q2,Enterprise,Enterprise,Churned,31683,24,175,36,4.5,Logistics,Missing features,Self-serve,7,South
493,Q2,Mid-Market,Growth,Active,13985,3,6,39,6.7,Logistics,Not Applicable,Self-serve,2,West
494,Q2,Enterprise,Enterprise,Active,38789,13,185,38,7.5,EdTech,Not Applicable,Enterprise CSM,5,North
495,Q2,SMB,Starter,Active,2585,22,6,36,6.4,Healthcare,Not Applicable,Self-serve,3,East
496,Q2,SMB,Starter,Active,2676,9,9,49,7.3,Logistics,Not Applicable,Self-serve,1,North
497,Q2,Mid-Market,Enterprise,Active,76762,35,164,57,6.6,SaaS,Not Applicable,Enterprise CSM,1,East
498,Q2,Enterprise,Enterprise,Active,68640,36,90,56,6.9,Logistics,Not Applicable,Enterprise CSM,2,East
